StockCode,units,sales_value,revenue_share,cumulative_share,ABC
20712,7274,16332.41,0.0025869968227021337,0.2456290553012318,A
21928,8072,16270.76,0.002577231677563138,0.24820628697879493,A
82482,6421,16180.63,0.00256295539968191,0.25076924237847686,A
23206,9599,16080.36,0.0025470729811403513,0.25331631535961724,A
22727,4145,15967.96,0.002529269212873958,0.2558455845724912,A
23209,9864,15892.8,0.0025173641308196687,0.25836294870331084,A
22961,10565,15717.699999999999,0.0024896289010737133,0.2608525776043846,A
23202,7869,15548.12,0.002462768020089595,0.2633153456244742,A
85066,1223,15521.93,0.0024586196153663135,0.2657739652398405,A
84997D,3745,15210.880000000001,0.002409350379429823,0.2681833156192703,A
21212,27150,15149.800000000001,0.0023996755203042775,0.27058299113957457,A
21731,8851,15123.039999999999,0.0023954368295675452,0.2729784279691421,A
21181,7418,14924.710000000001,0.002364022048782192,0.2753424500179243,A
22659,8242,14757.34,0.0023375112240958383,0.2776799612420201,A
22084,5092,14706.960000000001,0.0023295312076789263,0.280009492449699,A
84946,11382,14687.84,0.0023265026663154614,0.2823359951160145,A
21108,6777,14581.61,0.0023096762045455425,0.28464567132056,A
21733,4850,14457.380000000001,0.002289998605508763,0.2869356699260688,A
20726,7951,14419.22,0.0022839541945030195,0.2892196241205718,A
22969,9645,14371.949999999999,0.002276466791247215,0.291496090911819,A
22384,8690,14324.9,0.0022690142352246724,0.2937651051470437,A
22139,2871,14111.050000000001,0.0022351411405292267,0.29600024628757293,A
22726,3490,13954.0,0.0022102649678758723,0.2982105112554488,A
22138,2875,13926.65,0.0022059328231953932,0.30041644407864415,A
20724,12336,13864.82,0.0021961391666837286,0.30261258324532786,A
21623,1950,13683.15,0.002167363271835369,0.3047799465171632,A
84997B,3384,13640.45,0.0021605997406523177,0.3069405462578155,A
21915,11617,13517.2,0.0021410773702000676,0.3090816236280156,A
21843,1184,13390.14,0.0021209515090263313,0.31120257513704197,A
22698,4491,13356.61,0.0021156404738842307,0.3133182156109262,A
22385,6857,13353.43,0.0021151367729670854,0.3154333523838933,A
21166,6612,13212.09,0.0020927490095616406,0.31752610139345494,A
22189,4559,13153.650000000001,0.002083492317235235,0.3196095937106902,A
84078A,334,13105.69,0.002075895620384201,0.3216854893310744,A
22382,7512,13085.02,0.0020726215644227565,0.32375811089549716,A
20914,4567,13062.61,0.0020690718985255157,0.3258271827940227,A
84978,10287,13024.390000000001,0.002063017983728883,0.32789020077775155,A
82494L,4301,12855.050000000001,0.0020361951179083226,0.32992639589565986,A
22467,5270,12548.83,0.001987690937138439,0.3319140868327983,A
22693,11333,12546.93,0.0019873899837602707,0.3339014768165586,A
22728,3187,12223.93,0.0019362279094716148,0.3358377047260302,A
47566B,2449,12207.01,0.0019335478404407661,0.33777125256647095,A
21754,2021,12167.310000000001,0.0019272594988021916,0.33969851206527313,A
22499,1966,11944.42,0.0018919544996127222,0.34159046656488584,A
82486,1364,11862.66,0.0018790040005605842,0.3434694705654464,A
22171,1590,11785.380000000001,0.0018667631178948651,0.34533623368334126,A
22993,9296,11775.11,0.0018651363856876065,0.34720137006902885,A
84997C,2793,11496.03,0.0018209310863300892,0.3490223011553589,A
23240,2814,11353.92,0.0017984213576082288,0.35082072251296714,A
20719,9737,11343.92,0.001796837392459973,0.3526175599054271,A
22328,3939,11273.99,0.0017857607241782217,0.35440332062960533,A
22624,1324,11250.24,0.0017819988069511146,0.35618531943655646,A
22427,1870,11226.980000000001,0.0017783145040162723,0.35796363394057273,A
23200,5641,11175.18,0.001770109564548308,0.35973374350512105,A
22900,3810,11104.539999999999,0.0017589204347410303,0.36149266393986207,A
15056BL,1919,11055.43,0.001751141581897947,0.36324380552176,A
48184,1611,11006.07,0.0017433231299261575,0.36498712865168614,A
23174,2759,11002.25,0.0017427180552395238,0.36672984670692566,A
21936,3787,10980.25,0.0017392333319133613,0.368469080038839,A
22507,2336,10922.73,0.001730122364380595,0.3701992024032196,A
22607,1169,10876.26,0.0017227616783366513,0.3719219640815562,A
22379,4883,10799.39,0.0017105857382420104,0.3736325498197982,A
22492,17228,10764.93,0.001705127394341122,0.37533767721413935,A
82583,4429,10664.94,0.001689289326823714,0.37702696654096307,A
48188,1885,10646.630000000001,0.001686389086637258,0.37871335562760033,A
71477,3681,10582.03,0.0016761566717795268,0.38038951229937984,A
23084,5200,10508.380000000001,0.0016644907684626243,0.3820540030678425,A
47590B,2013,10451.070000000002,0.0016554130641979715,0.38370941613204046,A
22847,667,10403.609999999999,0.00164789556560435,0.3853573116976448,A
21930,4765,10234.54,0.0016211154668427927,0.3869784271644876,A
23207,6318,10234.16,0.001621055276167159,0.3885994824406548,A
22077,5759,10169.829999999998,0.0016108656283684304,0.3902103480690232,A
22087,3405,9992.470000000001,0.0015827724224989695,0.3917931204915222,A
21524,1319,9924.67,0.0015720331387937961,0.393365153630316,A
21232,7179,9869.36,0.0015632722275587946,0.3949284258578748,A
22086,3469,9839.35,0.0015585187481488795,0.3964869446060237,A
21977,20049,9731.04,0.001541362821628123,0.39802830742765183,A
22776,959,9718.68,0.0015394050407048791,0.3995677124683567,A
22112,1778,9653.41,0.0015290665001822146,0.4010967789685389,A
21755,1566,9625.57,0.001524656741209471,0.4026214357097484,A
22191,1169,9545.2,0.001511926413312941,0.40413336212306133,A
21430,2467,9510.68,0.0015064585656211626,0.4056398206886825,A
85152,4768,9427.550000000001,0.0014932910633437136,0.4071331117520262,A
22558,6078,9397.83,0.001488583518923098,0.4086216952709493,A
22111,1869,9369.36,0.0014840739701460143,0.4101057692410953,A
23108,1544,9340.039999999999,0.0014794297843313286,0.4115851990254267,A
82600,4379,9333.42,0.0014783811994031836,0.41306358022482986,A
82483,1443,9261.27,0.0014669528908585194,0.4145305331156884,A
22692,1279,9237.25,0.0014631482065724094,0.4159936813222608,A
22625,1093,9223.97,0.0014610447008555258,0.4174547260231163,A
22605,647,9212.21,0.0014591819578411772,0.41891390798095746,A
22662,5565,9122.87,0.0014450308132066619,0.42035893879416414,A
71459,11432,9086.0,0.0014391907337050432,0.42179812952786916,A
21216,1732,9025.95,0.0014296790229897686,0.42322780855085895,A
22424,653,9009.24,0.0014270322172270332,0.42465484076808596,A
84077,35746,8999.42,0.0014254767634514463,0.4260803175315374,A
22083,3036,8972.58,0.0014212254009935282,0.42750154293253095,A
23170,5615,8947.31,0.0014172227210638862,0.4289187656535948,A
21080,10443,8945.9,0.0014169993819779822,0.4303357650355728,A
84755,14205,8942.85,0.0014165162726077643,0.43175228130818055,A
21340,772,8906.73,0.001410794990492265,0.43316307629867284,A
20711,4058,8786.81,0.0013918000804343839,0.4345548763791072,A
22978,2245,8683.1,0.001375372777881825,0.435930249156989,A
22551,5451,8624.71,0.0013661240053811604,0.4372963731623702,A
47590A,1632,8595.880000000001,0.0013615574338587397,0.43865793059622893,A
22193,1012,8561.24,0.0013560705785851822,0.4400140011748141,A
20750,1185,8467.789999999999,0.0013412684242747335,0.44135526959908883,A
20723,7400,8450.03,0.0013384553021714317,0.44269372490126024,A
22554,5258,8446.13,0.0013378375557636117,0.44403156245702385,A
21217,824,8363.68,0.0013247777631162445,0.4453563402201401,A
23175,2795,8289.55,0.0013130358294722254,0.4466693760496123,A
22690,1410,8283.5,0.0013120775305575309,0.44798145358016983,A
23171,5240,8253.039999999999,0.0013072527727159442,0.44928870635288576,A
21485,1663,8102.55,0.0012834156811998459,0.4505721220340856,A
48173C,1544,8086.15,0.0012808179783567065,0.4518529400124423,A
22149,3947,8038.22,0.0012732260334011175,0.45312616604584344,A
22970,3437,8002.13,0.001267509503181063,0.4543936755490245,A
22989,2485,7831.27,0.0012404458746579678,0.4556341214236825,A
22570,2136,7816.78,0.0012381507091581453,0.45687227213284065,A
22846,495,7789.62,0.0012338486598154831,0.4581061207926561,A
22766,2614,7766.62,0.0012302055399744953,0.4593363263326306,A
84997A,1910,7704.97,0.0012204403948354995,0.4605567667274661,A
23208,4700,7704.13,0.001220307341763046,0.46177707406922913,A
20749,1069,7693.469999999999,0.0012186188349150053,0.46299569290414416,A
22729,1962,7466.9,0.0011827309365509782,0.46417842384069513,A
21218,1878,7418.28,0.0011750296980001594,0.4653534535386953,A
21559,3021,7393.639999999999,0.0011711268078748575,0.46652458034657013,A
48116,1282,7375.21,0.0011682075601066226,0.46769278790667673,A
22041,2773,7370.21,0.0011674155775324947,0.4688602034842092,A
22844,778,7336.9,0.0011621393896236554,0.4700223428738329,A
22910,2665,7311.950000000001,0.0011581873965787577,0.4711805302704116,A
22356,6680,7306.51,0.0011573257195381067,0.4723378559899497,A
21155,2480,7253.8099999999995,0.0011489782232067993,0.4734868342131565,A
22569,1966,7224.81,0.0011443847242768583,0.4746312189374334,A
22838,534,7224.78,0.0011443799723814135,0.4757755989098148,A
23077,5764,7093.74,0.001123623693078672,0.47689922260289347,A
85014B,1208,6998.320000000001,0.0011085094976340173,0.4780077321005275,A
22771,5069,6990.87,0.0011073294435985665,0.4791150615441261,A
22988,5930,6983.02,0.001106086030957186,0.4802211475750833,A
23301,4276,6931.44,0.0010979159387224835,0.48131906351380577,A
23355,1470,6907.46,0.0010941175902969666,0.48241318110410275,A
22622,652,6858.0599999999995,0.001086292802464584,0.48349947390656733,A
21790,8586,6857.719999999999,0.001086238947649543,0.48458571285421687,A
84991,13510,6823.68,0.0010808471302848812,0.48566655998450176,A
22556,4154,6814.19,0.0010793439473591865,0.48674590393186096,A
22169,809,6804.44,0.0010777995813396374,0.4878237035132006,A
23297,4288,6767.48,0.0010719452461516847,0.48889564875935226,A
22456,1241,6753.700000000001,0.0010697625421773886,0.48996541130152965,A
84947,5714,6696.35,0.0010606785020521425,0.4910260898035818,A
23076,5411,6694.0,0.0010603062702423025,0.4920863960738241,A
21922,857,6503.820000000001,0.0010301824210527774,0.4931165784948769,A
23300,4125,6501.049999999999,0.0010297436627067105,0.4941463221575836,A
22555,4015,6470.949999999999,0.001024975927610461,0.49517129808519406,A
21955,1099,6439.57,0.001020005444975235,0.49619130353016927,A
23134,1065,6431.110000000001,0.0010186654104598109,0.4972099689406291,A
21891,5151,6409.89,0.0010153042364152126,0.4982252731770443,A
22568,1743,6382.3,0.0010109340765711752,0.49923620725361545,A
22652,3757,6368.07,0.0010086800941652074,0.5002448873477806,A
20679,1090,6359.8,0.0010073701549876,0.5012522575027683,A
71053,1485,6356.93,0.0010069155569900508,0.5022591730597583,A
22730,1620,6345.91,0.0010051700273966731,0.503264343087155,A
22992,3397,6340.429999999999,0.0010043020144954288,0.5042686451016504,A
21314,2768,6298.77,0.0009977032156877961,0.5052663483173382,A
22192,735,6249.93,0.0009899671299037158,0.5062563154472419,A
84970S,7191,6247.66,0.0009896075698150617,0.507245923017057,A
20972,5135,6237.63,0.0009880188527713614,0.5082339418698283,A
23078,4944,6234.89,0.0009875848463207393,0.5092215267161491,A
22752,731,6232.1,0.000987142920044376,0.5102086696361935,A
85150,2719,6212.12,0.0009839781576781613,0.5111926477938716,A
22487,619,6200.2699999999995,0.0009821011589774783,0.5121747489528491,A
21035,1873,6193.17,0.000980976543722217,0.5131557254965713,A
22561,3876,6154.079999999999,0.0009747848239576856,0.5141305103205289,A
21213,11590,6097.820000000001,0.0009658734360335999,0.5150963837565625,A
21770,1265,6057.18,0.000959436201671089,0.5160558199582336,A
47556B,2600,6045.0,0.0009575069321205137,0.5170133268903541,A
84406B,1546,6023.4800000000005,0.0009540982391214676,0.5179674251294756,A
22655,44,6010.0,0.000951963054101619,0.5189193881835772,A
22352,2372,5990.45,0.0009488664022367793,0.519868254585814,A
21668,4544,5986.77,0.0009482835030622213,0.5208165380888762,A
82582,2965,5978.68,0.0009470020752572826,0.5217635401641335,A
22791,4869,5926.360000000001,0.0009387147696016092,0.5227022549337351,A
84375,2776,5896.780000000001,0.0009340294006930692,0.5236362843344282,A
21121,4846,5887.07,0.0009324913705341129,0.5245687757049623,A
75049L,6144,5880.179999999999,0.0009314000185469646,0.5255001757235093,A
21174,2662,5872.24,0.0009301423502192498,0.5264303180737285,A
22668,1938,5831.62,0.0009237082837870355,0.5273540263575156,A
22114,1205,5798.28,0.0009184273439827513,0.5282724537014983,A
23007,364,5772.929999999999,0.0009144119923319233,0.5291868656938302,A
21094,7281,5769.62,0.0009138876998678508,0.5301007533936981,A
22663,2834,5765.25,0.0009131955070980631,0.5310139489007961,A
48111,951,5741.37,0.0009094129983240287,0.5319233618991202,A
23008,368,5737.299999999999,0.0009087683245086886,0.5328321302236289,A
23256,1412,5728.400000000001,0.0009073585955267412,0.5337394888191556,A
22485,415,5714.45,0.0009051489641449245,0.5346446377833005,A
21669,4326,5700.13,0.0009028807260526225,0.5355475185093531,A
22968,607,5698.86,0.0009026795624787941,0.5364501980718319,A
22950,4214,5688.2,0.0009009910556307537,0.5373511891274627,A
22333,3642,5674.54,0.0008988273592382364,0.5382500164867009,A
22767,618,5651.5199999999995,0.000895181071466952,0.5391451975581678,A
22413,1851,5624.610000000001,0.0008909186212529963,0.5400361161794208,A
22804,1957,5583.37,0.0008843863489815901,0.5409205025284024,A
22835,1143,5582.85,0.0008843039827938809,0.5418048065111963,A
23344,2726,5573.03,0.0008827485290182937,0.5426875550402146,A
22088,1842,5519.42,0.0008742568918584955,0.5435618119320731,A
21877,4511,5494.900000000001,0.0008703730093149729,0.544432184941388,A
22783,419,5491.45,0.0008698265413388245,0.5453020114827268,A
22966,4519,5490.63,0.0008696966561966676,0.5461717081389235,A
23052,610,5485.78,0.0008689284330997637,0.5470406365720232,A
21210,3881,5475.4,0.0008672842772758743,0.5479079208492991,A
22741,6442,5445.339999999999,0.0008625228780402179,0.5487704437273393,A
21672,4067,5442.18,0.0008620223450533693,0.5496324660723927,A
22151,13104,5426.87,0.0008595972944113898,0.5504920633668041,A
21533,1086,5381.97,0.0008524852908957223,0.5513445486576999,A
23236,1926,5378.54,0.0008519419908498705,0.5521964906485498,A
22637,2136,5375.68,0.0008514889768174695,0.5530479796253672,A
84380,3982,5372.41,0.0008509710202139898,0.5538989506455813,A
22979,3460,5367.92,0.0008502598198624231,0.5547492104654437,A
22188,1974,5367.62,0.0008502123009079754,0.5555994227663517,A
21136,3250,5360.17,0.000849032246872525,0.5564484550132242,A
23135,1516,5316.17,0.0008420628002202003,0.5572905178134444,A
22560,4532,5312.13,0.0008414228783003051,0.5581319406917448,A
22840,719,5292.85,0.0008383689934944684,0.5589703096852392,A
22740,6298,5279.379999999999,0.0008362353924397678,0.559806545077679,A
22173,1711,5273.650000000001,0.0008353277804098176,0.5606418728580889,A
22621,3342,5226.82,0.0008279100716205365,0.5614697829297094,A
22667,1870,5222.900000000001,0.0008272891572824204,0.5622970720869919,A
20676,4115,5199.150000000001,0.0008235272400553133,0.5631205993270472,A
21914,4251,5194.32,0.0008227621848887057,0.5639433615119359,A
22631,2668,5183.53,0.0008210530864937379,0.5647644145984296,A
22508,1263,5178.65,0.0008202801115013892,0.565584694709931,A
22616,18283,5176.59,0.0008199538146808486,0.5664046485246118,A
22768,571,5160.25,0.0008173656156285989,0.5672220141402404,A
22505,1098,5156.25,0.0008167320295692967,0.5680387461698098,A
23238,1262,5152.9400000000005,0.0008162077371052242,0.568854953906915,A
23204,5624,5137.17,0.000813709824066425,0.5696686637309815,A
22839,348,5117.54,0.0008106005004803993,0.5704792642314619,A
22617,1047,5111.39,0.0008096263619142221,0.5712888905933761,A
21380,1745,5103.27,0.0008083401822138386,0.5720972307755899,A
72741,3768,5103.0,0.0008082974151548356,0.5729055281907448,A
21169,3158,5095.38,0.0008070904337118648,0.5737126186244567,A
22619,1350,5088.13,0.0008059420589793796,0.574518560683436,A
21165,3129,5085.53,0.000805530228040833,0.5753240909114768,A
22381,2288,5072.76,0.0008035075045465107,0.5761275984160233,A
22557,3152,5067.03,0.0008025998925165601,0.5769301983085399,A
22170,798,5060.88,0.000801625753950383,0.5777318240624902,A
22865,2557,5056.02,0.0008008559468883308,0.5785326800093785,A
84378,3891,5041.71,0.000798589292761177,0.5793312693021397,A
20971,3978,5024.09,0.0007957983461699506,0.5801270676483097,A
22957,1778,5023.5,0.0007957048922262036,0.5809227725405359,A
22654,786,5018.28,0.0007948780624188141,0.5817176506029548,A
21791,4139,5008.85,0.0007933843832840091,0.5825110349862388,A
21975,10261,4990.59,0.0007904920629232943,0.583301527049162,A
23113,980,4977.2,0.00078837113358978,0.5840898981827518,A
48129,777,4958.27,0.0007853726875641323,0.584875270870316,A
22795,741,4953.05,0.0007845458577567428,0.5856598167280728,A
22895,1657,4951.95,0.0007843716215904347,0.5864441883496632,A
84970L,4838,4945.45,0.0007833420442440685,0.5872275303939072,A
22991,2670,4939.9,0.0007824629435867866,0.5880099933374939,A
23254,1221,4939.71,0.0007824328482489698,0.5887924261857429,A
84988,3144,4932.259999999999,0.0007812527942135192,0.5895736789799564,A
22294,3975,4895.16,0.000775376283513491,0.5903490552634699,A
23172,3026,4888.379999999999,0.0007743023551429737,0.5911233576186129,A
21122,4006,4884.68,0.0007737162880381192,0.591897073906651,A
22627,562,4844.4,0.0007673360764209456,0.592664409983072,A
21937,1688,4830.96,0.0007652072272616901,0.5934296172103337,A
21908,2289,4815.22,0.0007627140661183358,0.5941923312764521,A
84992,9884,4802.16,0.000760645407634714,0.5949529766840869,A
22941,683,4789.57,0.0007586511955130601,0.5957116278796,A
22113,1237,4780.94,0.0007572842335901155,0.5964689121131901,A
21231,3889,4775.18,0.0007563718696647204,0.5972252839828548,A
22147,3377,4766.8099999999995,0.0007550460908356304,0.5979803300736904,A
22784,988,4763.16,0.0007544679435565171,0.5987347980172469,A
22907,5500,4746.07,0.0007517609471181482,0.5994865589643651,A
22349,1200,4741.21,0.0007509911400560961,0.6002375501044211,A
21871,4036,4735.09,0.0007500217533853637,0.6009875718578065,A
22971,1984,4715.42,0.0007469060939387448,0.6017344779517453,A
22849,305,4712.53,0.000746448328010899,0.6024809262797561,A
21326,7133,4709.7300000000005,0.0007460048177693875,0.6032269310975256,A
23322,1585,4689.31,0.0007427703609366495,0.6039697014584622,A
22367,2423,4671.78,0.0007399936700317573,0.6047096951284939,A
23082,1285,4670.56,0.0007398004262836702,0.6054494955547776,A
22749,1262,4652.77,0.0007369825522849235,0.6061864781070625,A
84945,5664,4630.5,0.0007334550618997583,0.6069199331689623,A
22759,2815,4628.69,0.0007331683642079239,0.6076531015331702,A
85014A,802,4614.360000000001,0.0007308985421504737,0.6083840000753207,A
21033,1851,4593.31,0.0007275642955133956,0.609111564370834,A
22634,489,4572.09,0.0007242031214687972,0.6098357674923028,A
84836,3652,4563.29,0.0007228092321383322,0.6105585767244411,A
22303,1858,4515.5199999999995,0.0007152426306251152,0.6112738193550663,A
22725,1120,4512.04,0.0007146914107535223,0.6119885107658198,A
21242,2651,4510.8099999999995,0.0007144965830402867,0.6127030073488601,A
17003,18137,4499.0,0.000712625920200197,0.6134156332690602,A
23328,1080,4490.18,0.0007112288629394356,0.6141268621319996,A
22243,2941,4485.75,0.0007105271663787583,0.6148373892983784,A
21670,3200,4475.07,0.0007088354916004213,0.6155462247899788,A
21671,3296,4461.61,0.0007067034745108692,0.6162529282644896,A
22635,480,4458.92,0.0007062773878859886,0.6169592056523756,A
20718,3368,4442.33,0.0007036495897050325,0.6176628552420806,A
22848,274,4434.51,0.0007024109289590966,0.6183652661710397,A
21673,3241,4433.33,0.0007022240210716025,0.6190674901921113,A
23283,682,4427.04,0.0007012277069933496,0.6197687178991046,A
23286,4656,4392.58,0.0006957693630924609,0.620464487262197,A
23307,8331,4387.7300000000005,0.0006950011399955569,0.6211594884021926,A
21259,737,4385.39,0.0006946304921508651,0.6218541188943435,A
62018,3365,4369.35,0.0006920898120530631,0.6225462087063965,A
21932,2374,4361.69,0.0006908764947494992,0.6232370852011461,A
23285,4571,4338.27,0.0006871668483722848,0.6239242520495184,A
21933,2363,4330.47,0.0006859313555566453,0.624610183405075,A
22750,1177,4311.6,0.000682942413321887,0.6252931258183969,A
22606,292,4298.26,0.000680829403814114,0.625973955222211,A
22796,432,4295.91,0.0006804571720042739,0.6266544123942153,A
22620,3292,4281.26,0.0006781366630620795,0.6273325490572773,A
47599A,2276,4267.28,0.0006759222797848181,0.6280084713370622,A
22273,1542,4262.26,0.0006751271292803939,0.6286835984663426,A
22179,596,4246.5,0.000672630800206743,0.6293562292665493,A
22584,1705,4240.58,0.0006716930928389757,0.6300279223593883,A
22296,2539,4221.07,0.0006686027768347289,0.6306965251362231,A
22429,976,4211.7,0.0006671186014908134,0.6313636437377139,A
23293,5326,4211.16,0.0006670330673728077,0.6320306768050867,A
21907,1980,4189.34,0.000663576855419314,0.632694253660506,A
84212,8639,4168.05,0.0006602045936186777,0.6333544582541247,A
23288,4318,4166.12,0.0006598988883450644,0.6340143571424698,A
22826,36,4160.0,0.000658929501674332,0.6346732866441441,A
22488,2409,4155.28,0.0006581818701243553,0.6353314685142685,A
21154,2700,4143.61,0.000656333382796341,0.6359878018970648,A
23313,865,4141.67,0.0006560260935575794,0.6366438279906224,A
21164,1430,4118.5,0.0006523560463090713,0.6372961840369314,A
22553,2518,4112.209999999999,0.0006513597322308183,0.6379475437691623,A
22366,565,4104.93,0.0006502066056028884,0.6385977503747652,A
21535,1660,4103.96,0.0006500529609835075,0.6392478033357487,A
21086,5948,4058.78,0.0006428966064436888,0.6398906999421924,A
21124,3370,4055.6,0.0006423929055265434,0.640533092847719,A
21888,1063,4055.4300000000003,0.0006423659781190232,0.641175458825838,A
22365,584,4050.36,0.0006415629077888576,0.6418170217336269,A
22827,26,4050.0,0.0006415058850435204,0.6424585276186704,A
21912,1059,4047.02,0.0006410338634293401,0.6430995614820997,A
21172,2625,4045.6299999999997,0.0006408136922737325,0.6437403751743734,A
21787,4914,4042.9199999999996,0.0006403844377185553,0.644380759612092,A
22297,3106,4041.13,0.0006401009079570176,0.6450208605200489,A
22628,858,4040.11,0.0006399393435118955,0.6456607998635608,A
21481,1306,4038.6400000000003,0.000639706500635102,0.6463005063641959,A
22089,1279,4014.6500000000005,0.0006359065682444368,0.6469364129324403,A
23343,1996,4009.48,0.0006350876582627886,0.6475715005907031,A
23321,2382,3990.8599999999997,0.0006321383151567366,0.6482036389058599,A
23154,1954,3961.25,0.0006274481943527518,0.6488310871002126,A
21889,3045,3928.09,0.0006221957659211363,0.6494532828661338,A
22964,1934,3927.4000000000005,0.0006220864723259067,0.6500753693384597,A
22772,2962,3916.4900000000002,0.0006203583663491598,0.6506957277048088,A
84029G,832,3910.95,0.0006194808496570261,0.6513152085544658,A
22120,388,3905.1499999999996,0.0006185621498710378,0.6519337707043368,A
21539,792,3892.9500000000003,0.0006166297123901661,0.652550400416727,A
47591D,1990,3884.79,0.0006153371968291894,0.6531657376135561,A
21479,895,3873.68,0.0006135774115494775,0.6537793150251056,A
21390,3084,3869.32,0.000612886802744838,0.6543922018278504,A
23158,1892,3864.85,0.0006121787703235677,0.655004380598174,A
22148,1907,3862.31,0.0006117764431759109,0.6556161570413499,A
22665,1193,3858.9900000000002,0.00061125056674669,0.6562274076080966,A
23010,244,3842.87,0.0006086972149277019,0.6568361048230243,A
23050,444,3831.7799999999997,0.0006069405975782865,0.6574430454206026,A
22464,2198,3817.6399999999994,0.000604700870858653,0.6580477462914612,A
23296,3251,3816.79,0.0006045662338210513,0.6586523125252823,A
22845,590,3815.87,0.0006044205090274118,0.6592567330343098,A
21756,620,3797.9100000000003,0.0006015757076211448,0.6598583087419309,A
21749,1928,3789.0600000000004,0.0006001738984649386,0.6604584826403957,A
82001S,1041,3783.75,0.0005993328129712148,0.661057815453367,A
21935,2095,3773.6,0.0005977250883457354,0.6616555405417127,A
23205,4034,3763.79,0.0005961712185352966,0.662251711760248,A
20677,2908,3758.07,0.0005952651904704944,0.6628469769507185,A
23169,877,3754.9300000000003,0.0005947678254139422,0.6634417447761324,A
22117,1244,3728.78,0.0005906257565512537,0.6640323705326836,A
21558,1438,3717.5499999999997,0.0005888469636897626,0.6646212174963734,A
23162,1024,3713.94,0.0005882751522712425,0.6652094926486446,A
22585,3062,3693.7000000000003,0.0005850692068111731,0.6657945618554558,A
22998,8994,3674.7,0.0005820596730294874,0.6663766215284853,A
